id,description
1440040,"August Full Month room at Gracia, Barcelona.<br />  So close to Fontana's metro station. It's a typical Barcelona flat. Big room full equipped with balcony, all bills included.<br /> You will share the flat with two artist flatmates around 26 years old.<br /><br /><b>The space</b><br />It has two terraces and sun during all day. The location is unbeatable in a young and full of life neighborhood like Gracia. Also, the summer street parties of the town are in August.<br /><br /><b>Guest access</b><br />The bedroom has a double size bed, balcony, table, wardrobe, WIFI, HI FI, towels and sheet...is totally full equipped and all bills are included."
1440247,"If you like to stay in a beautiful local area but still close to all the tourist attractions we have a place for you. Spacious and renovated studio apartment in the magnificent district of Barcelona, with a capacity of a group up to 4 people.<br /><br /><b>The space</b><br />This recently refurbished apartment is perfect for a small group of friends travelling together. In one of the most beautiful areas of the city, Eixample, the apartment has recently been renovated with an eye for comfort.<br /><br /> It has one bedroom with closet and a bathroom. It is equipped with everything you need to make your stay comfortable. The decoration is modern and practical, suitable for making your visit enjoyable.  <br /><br />The cozy living room contains a comfortable double sofa bed, a flat screen TV, and a dining table. The kitchen has been re-designed and comes complete with an oven, a hob, microwave, a fridge, coffee machine, a toaster and a kettle. There is one bedroom contain two single bed."
1440394,"Spacious and comfortable apartment in the center of one of the most vibrant and bohemian areas of the city and just a few meters from the famous Park Güell.<br /><br /><b>The space</b><br />Spacious and comfortable apartment in the center of one of the most vibrant and bohemian areas of the city and just a few meters from the famous Park Güell. It has two bedrooms, one with a bed and plenty of space, while the other to amortize the maximum space has a bunk. The separate dining room is adjacent to the modern fully equipped kitchenette to make lunch and dinner like you`re at home. The lounge, separate slightly will make your moments of rest a pleasure. Located in the basement of the building and walk up entrance, is a luxury to enjoy day and night life of Barcelona, giving you the opportunity to learn and live in one of the most traditional neighborhoods of the city.HUTB 006941 74<br />""Eixample"" means Extension. This district exists since 1860, after the demolition of the medieval rampa"
1444019,"Excellent and spacious New York style apartment, completely renovated with designer finishes, very bright and quiet.<br /><br /><b>The space</b><br />Excellent and spacious New York style apartment, completely renovated with designer finishes, very bright and quiet. It has three bedrooms. The large living room has a dining area and suitable for one for a comfortable living. The kitchen is perfect for large casseroles or small breakfasts, as their size and the fact that it is perfectly equipped kitchen allows you to enjoy the best dishes during the holidays. It has two large modern bathrooms that allow stay of 6 people comfortable enough. The location is ideal as it is located 5 minutes from the Basilica of the Sagrada Familia and all its shopping and dining area and you can enjoy the tranquility of the street where it is located and excellent public transport links around you. L2 Sagrada Familia Encants FREE WIFI AC and heatingHUTB 000780 55<br />""Eixample"" means Extension. This distri"
1445152,"Spacious and confortable fully furnished apartament in Vila Olimpica neighborhood<br /><br /><b>The space</b><br />Comfortable and spacious 3 bedrooms apartment in modern building very near of the beach and Port Olimpic and near the center of Barcelona. Well connected by bus and metro stops within walking distance.<br />The apartament has 3 bedrooms (1 room suite and 2 double rooms), Living-dining room, terrace and fully equipped kitchen.<br />A parking spot at the same building (price 15€/night). <br />It is a modern and functional apartment without superfluous objects but with everything you need for a comfortable stay.<br />Quiet residential area with green zones. Real close of the beach. 10 minutes by public transport from the city center.<br /><br />Bus, metro, turistic bus.<br /><br /><b>Guest access</b><br />A parking spot at the same building (price 15€/night).<br /><br /><b>Other things to note</b><br />Nº Inscripció <br />Registre de Turisme de Catalunya HUTB-007130<br /><br "
1446892,"DOUBLE ROOM WITH BALCONY IN A SHARED FLAT FOR LONG PERIODS. KITCHEN, DINING ROOM AND TWO SHARED BATHROOMS. <br />ONE SET OF BEDLINEN AND TOWELS, WIFI AND COMMON ELEMENTS  INCLUDED. ALSO THE CLEANING OF COMMON AREAS ONCE A WEEK.<br />VERY WELL CONNECTED WITH THE CENTER, THE AIRPORT AND SANTS TRAIN STATION.<br /><br />AT THE ENTRANCE OF OUR GUESTS WE SIGN A CONTRACT AND WE ASK FOR HALF MONTH DEPOSIT THAT IS RETURNED AT THE END OF THE STAY.<br /><br /><b>The space</b><br />OUR FLAT WILL BE ALSO YOUR FLAT DURING YOUR STAY AT HOME<br />YOU COULD DO HERE EVERYTHING YOU DO AT YOUR HOME<br /><br /><b>Guest access</b><br />KITCHEN, FRIDGE, WASHING MACHINE AND EVERYTHING THAT YOU CAN FOUND IN A NORMAL HOUSE.<br />FOR MORE NEEDINGS JUST ASK<br /><br /><b>Other things to note</b><br />WE ARE ALWAYS OPEN TO SHARE SOME BEERS"
1447244,"Welcome to Barcelona and the Gracia neighborhood!<br /><br />Cozy and centrally located 60 m2 apartment ideally situated in the Gracia neighborhood, in the Barcelona city center (high part of street Paseo de Gracia), just 5 minutes walking from street Rambla Cataluña and the crossing of the street Paseo de Gracia and Avenue Diagonal.<br /><br /><b>The space</b><br />The flat is a 3rd floor with no elevator. <br />Perfect for couples or small families!<br />(License: HUTB-008452)<br /><br />NEIGHBORHOOD<br />***********************<br />The apartment is located in a semi-pedestrian street, next to street Gran de Gracia, with lots of restaurants, bars/wine cellars, supermarkets, bakeries, and 3 min. walking from the modernist “Llibertad Food Market” with all kind of fresh products, and 10 min. walking from the Gaudi’s buildings ""La Pedrera"" and ""Casa Batllo"" (Paseo de Gracia).<br /><br />THE FLAT<br />*************<br />Renovated a few years ago by me (I'm an architect :-), the flat has:"
1447823,"In the heart of Barcelona, just in front of Port Vell and the historic Post Office building of Via Laietana you will find a majestic building built in XIX century where our 1840 Serviced Apartments agency holds 25 apartments with a spectacular views of the city and the port. The combination of XIX majestic decorations of high ceilings and modernity gives a touch of elegance to each floor.<br /><br /><b>The space</b><br />This apartment Correos is situated on the 3rd floor of the building in Passeig Isabel II. The combination of antique and modern details as well as furnitures, creates a charming and unique atmosphere in the apartment. It has 3 spacious bedrooms (6 individual beds), 2 bathrooms with a capacity of 6 people perfectly suitable for families and groups. Balcony for you to enjoy opens a magnificent views of the city.<br /><br /><b>Guest access</b><br />The client has access to all the apartment.<br /><br /><b>Other things to note</b><br />The price includes: supplies (water, "
1447825,"In the heart of Barcelona, just in front of Port Vell and the historic Post Office building of Via Laietana you will find a majestic building built in XIX century where our 1840 Serviced Apartments agency holds 25 apartments with a spectacular views of the city and the port. The combination of XIX majestic decorations of high ceilings and modernity gives a touch of elegance to each floor.<br /><br /><b>The space</b><br />This apartment Llotja is situated on the 2nd floor of the building in Passeig Isabel II. The combination of antique and modern details as well as furnitures, creates a charming and unique atmosphere in the apartment. It has 3 spacious bedrooms (6 individual beds), 2 bathrooms with a capacity of 6 people perfectly suitable for families and groups. Balcony for you to enjoy, opens a magnificent views of the city.<br /><br /><b>Guest access</b><br />The client has an access to the all apartment.<br /><br /><b>Other things to note</b><br />The price includes: supplies (wate"
1447826,"In the heart of Barcelona, just in front of Port Vell and the historic Post Office building of Via Laietana you will find a majestic building built in XIX century where our 1840 Serviced Apartments agency holds 25 apartments with a spectacular views of the city and the port. The combination of XIX majestic decorations of high ceilings and modernity gives a touch of elegance to each floor.<br /><br /><b>The space</b><br />This apartment Condal is situated on the 1st floor of the building in Passeig Isabel II. The combination of antique and modern details as well as furnitures, creates a charming and unique atmosphere in the apartment. It has 3 spacious bedrooms (6 individual beds), 2 bathrooms with a capacity of 6 people perfectly suitable for families and groups. Balcony for you to enjoy, opens a magnificent views of the city.<br /><br /><b>Guest access</b><br />The client has an access to the all apartment.<br /><br /><b>Other things to note</b><br />The price includes: supplies (wate"
1447830,"In the heart of Barcelona, just in front of Port Vell and the historic Post Office building of Via Laietana you will find a majestic building built in XIX century where our 1840 Serviced Apartments agency holds 25 apartments with a spectacular views of the city and the port. The combination of XIX majestic decorations of high ceilings and modernity gives a touch of elegance to each floor.<br /><br /><b>The space</b><br />This apartment Ribera is situated on the 1st floor of the building in Passeig Isabel II. The combination of antique and modern details as well as furnitures, creates a charming and unique atmosphere in the apartment. It has 3 spacious bedrooms (6 individual beds), 2 bathrooms with a capacity of 6 people perfectly suitable for families and groups. Balcony for you to enjoy, opens a magnificent views of the city.<br /><br /><b>Guest access</b><br />The client has an access to the all apartment.<br /><br /><b>Other things to note</b><br />The price includes: supplies (wate"
1447834,"In the heart of Barcelona, just in front of Port Vell and the historic Post Office building of Via Laietana you will find a majestic building built in XIX century where our 1840 Serviced Apartments agency holds 25 apartments with a spectacular views of the city and the port. The combination of XIX majestic decorations of high ceilings and modernity gives a touch of elegance to each floor.<br /><br /><b>The space</b><br />This apartment Mar is situated on the mezzanine floor of the building in Passeig Isabel II. The combination of antique and modern details as well as furnitures, creates a charming and unique atmosphere in the apartment. It has 2 spacious bedrooms (4 individual beds), 2 bathrooms with a capacity of 4 people perfectly suitable for families and groups.<br /><br /><b>Guest access</b><br />The client has access to all the apartment.<br /><br /><b>Other things to note</b><br />The price includes: supplies (water, electricity, gas), high speed internet, monthly cleaning with "
1447835,"In the heart of Barcelona, just in front of Port Vell and the historic Post Office building of Via Laietana you will find a majestic building built in XIX century where our 1840 Serviced Apartments agency holds 25 apartments with a spectacular views of the city and the port. The combination of XIX majestic decorations of high ceilings and modernity gives a touch of elegance to each floor.<br /><br /><b>The space</b><br />This apartment Boqueria is situated on the mezzanine floor of the building in Passeig Isabel II. The combination of antique and modern details as well as furnitures, creates a charming and unique atmosphere in the apartment. It has 1 spacious bedrooms (2 individual beds), 1 bathroom with a capacity of 2 people perfectly suitable for couples.<br /><br /><b>Guest access</b><br />The client has access to all the apartment.<br /><br /><b>Other things to note</b><br />The price includes: supplies (water, electricity, gas), high speed internet, monthly cleaning with change o"
1448092,"Céntrico Apartamento para 4 personas en zona tranquila, Cerca Plaza España, Sants Estación, Centro Comercial Les Arenes, Fira, Parc de Montjuic. Totalmente equipado, Con ropa de cama y toallas incluidas. Muy bien comunicado a menos de 100 m. METRO, BUS, AEROBUS, BUS TURISTICO<br /><br /><b>The space</b><br />Apartamento reformado en su totalidad r. ecientemente con capacidad para alojar 4 personas comodamente. Con Nevera, Cocina vitrocerámica, Microondas-Grill,  Cafetera, Vajilla, Cubiertos. También TV. <br /><br />Alquilado directamente por los propietarios . <br /><br />Los precios son del APARTAMENTO COMPLETO para 4 huéspedes.<br /><br />Consultar precios especiales para estancias de 15 días o más.<br /><br /><br />El apartamento está situado en edificio con pocos vecinos en calle tranquila pero muy cerca de zona con bares, restaurantes, tiendad, mercado municipal y centro comercial.<br /><br />Está situado a 10 minutos andando de Sants Estació y a  5 minutos de Plaza España, Aerobú"
1448933,"Full renovated apartment, cozy and warm, in the city centre, near Sagrada Familia. The apartment is located in front of an urban vegetable garden, so it's very bright and quite. All kind of services (supermarket, bars,...) around. Metro station Monumental L-2, 250 m away. Parking 50 m away. Bus that will bring you directly to the beach, 30 m away.<br /><br /><b>The space</b><br />Apartment of 75 m2, in the 3th floor, with lift: living room with TV, DVD player and divanbed. Fully equiped kitchen (microwave, fridge, coffe machine...). 1 double bed room (beds can be put apart). 1 bedroom with single bed (can be converted in a double one). 1 single bedroom. Bathroom with shower. Apartment provides: air conditioning, wifi, washing machine, hair dryer.<br />Children friendly.<br />GROPS OF YOUNG PEOPLE WILL BE ONLY ACCEPTED BY REQUEST.<br />Apartment with touristic licence, HUTB- 007599."
1451882,"Big house in Barcelona with 6 bedrooms, swimming pool and room for 12 people<br /><br /><b>The space</b><br />Big house in Barcelona<br /><br />Great place for families to spend time visiting the city but also enjoying their holidays in a fantastic house where children can play in the swimming pool and the terrace.<br />This is a big house with swimming pool located in a quiet area near Park Güell, one of the nicest attractions in Barcelona. Only 20 minutes from the city center and easy to park if you come by car. The house has 6 bedrooms, 3 of them are double and the other 3 are individual, there is a huge terrace and a big living room. <br />Offering a garden with an outdoor swimming pool and a great terrace. This big house is set on the foothills of Tibidabo, in Barcelona. This property has impressive city views and free Wi-Fi.<br /><br />The house offers air-conditioned rooms. Towels and bed linen are provided. There is a furnished terrace as well a TV lounge, large dining area and"
1454173,"<b>The space</b><br />Great Location! This is a 3-bedroom,  one-toilet, first floor apartment, with no views to the street but absolutely quiet at night. All brand new flat with new good quality mattresses. Two air conditioners, new washing machine and kitchen equipment. Internet and WIFI, tv on every room. As it is the first door in the building you just have to walk 4 steps and you have all your privacy you may like; you can even have your little parties as the it is a bit separated from other neighours. <br />Perfect for a couple or up to 4 people, on 2 double beds and one single (a kids bedroom)<br />Right in the city center, just 5 minute-walk to Plaça Catalunya and Les Rambles, with metro (Universitat) just one block away, it is a very well located flat at a very affordable price. The area is a busy quarter with all kind of restaurants, supermarkets and all kind of shops. <br />It is not the Ritz but it´s got a better location :)<br /><br /><b>License number</b><br />HUTB-011190"
1455788,"Wonderful penthouse with spectacular terrace ideally located. Only 15 minutes from Paseo de Gracia walking, and 15 other Sants station, in a quiet neighborhood with all the necessities within 5 minute<br /><br /><b>The space</b><br />Wonderful penthouse with spectacular terrace ideally located. Only 15 minutes from Paseo de Gracia walking, and 15 other Sants station, in a quiet neighborhood with all the necessities within 5 minutes walk, is this bright apartment with two bedrooms, one with twin beds, and one with double bed, each of them has its own private bathroom. The dining room with direct access to the terrace and beautiful views, features a comfortable sofa bed and dining area with table and chairs slightly separated. In turn, the kitchen is fully equipped to enjoy meals and breakfasts cough outdoors or indoors and you are home. A treat in the center of BarcelonaHUTB 005928 77<br />""Eixample"" means Extension. This district exists since 1860, after the demolition of the medieval "
1458113,"Double bed room with large private bathroom NOT en suite.<br />The kitchen is shared and is recently renovated.<br />I live on the floor with my husband and my baby ^ _ ^ 👶🏼<br /><br /><b>The space</b><br />Very nice room for rent with Queen size bed and big complete private bathroom NOT in suite (toilet, baisin, bidet and shower) in Central antique renewed flat. It has direct access to an interior galeria.<br /><br />The shared kitchen has been renewed recently and is well equipped with dishwasher, big fridge, oven, microwave and nespresso! There is a table where you can have your meals on.<br /><br />The living-diningroom is tastefully decorated and has tv, DVD player, comfy sofa and nice small terrace with principal street view. <br />If you smoke you can do it in the terrace.<br /><br />The flat is really close to everythig It's located in the Sant Antoni Neighborhood. It's at walk distance from the RAMBLAS, PARQUE MONTJUIC; PLAZA CATALUNYA; PLAZA ESPANYA. The PARAL.LEL metro stati"
1459127,"Apartamento modernista 80m, recién rehabilitado. Primer piso, terraza 30m. Dos habitaciones dobles y vestidor. Salon/comedor con acceso terraza. Dos baños.<br />Barrio del Poblenou (muy turístico), lado playa y Rambla Poblenou, dónde hay todos los servicios necesarios.<br />Bien comunicado y tranquilo.<br /><br /><b>Guest access</b><br />El apartamento está provisto de cocina totalmente equipada: nevera, lavadora, horno, microondas, cafetera express, plancha. También tienes wifi, TV, DVD, caja fuerte y secador de pelo.<br /><br /><b>Other things to note</b><br />HUTB-007025 HUTB-007025<br /><br /><b>License number</b><br />HUTB-007025 43"
1459831,Room with king size bed in shared apartment in the heart of BCN. Our place a located between the famous laid back quarters of Gracia and close to Sagrada Familia. Metro in within a couple of minutes walk.<br /><br /><b>The space</b><br />Our apartment is located in central Barcelona. Close to metro Verdaguer and Diagonal. <br />It's very good located if you want to stay close to the centre but in the same time be close to famous laid back Gracia. Our place is big with two big bedrooms and a smaller one. We have a spacious living room and an open kitchen.<br /><br /><b>Guest access</b><br />The guests will have access to a fully equipped kitchen and bathroom. We have got a huge living room. The bedroom has good a king size bed and a wardrobe. The place is quiet and the area is very safe.<br /><br />-Free ultra high speed Wifi <br />-Fluffy towels and fresh linen <br />-Cable widescreen TV <br />-Books and travel info on the local area <br />-Hairdryer and GHD on request <br />-Washing m
1464170,"1 single bed in the room+ one couch for 2 in the living room. Located in a very central neighborhood in Barcelona (Poble Sec) full of restaurants, cafes and Bars. You can go walking to the beach, city center,  Las ramblas & neighborhoods like Gótico, El Born, Raval. Boho-Chic style with lovely decoration and old -style furniture. Fresh air and a nice view from our balcony! <br />The flat is located in a safe and friendly street. Mega Plus: only 5 minutes to M St ""Parallel- L2"" & “Poble sec- L3"".<br /><br /><b>The space</b><br />This flat is the place where I live in stunning Barcelona.The flat has got all the facilities needed to stay like in your own flat.. and that is the point...make you feel at home. <br />Remember the room is just for one person (it´s a single bed) and in the living room <br />there is a double-cozy sofa-bed if you are coming with 1-2 friends.<br />No kitchen availability<br /><br /><b>Guest access</b><br />You can use all shared spaces and services, living and di"
1468267,"Guaranteed!!!Best Place in Town!!!<br /><br /><b>The space</b><br />Guaranteed!!!Best Place in Town!!!<br />clean flat with balcony, <br />within the city center <br />bar , restaurants, supermarket, pharmacy, bakery are within the area <br />accessible to all publich transportation<br />near shopping area<br />3 min walk to the famous rambla<br />free wifi<br /><br /><b>License number</b><br />Exempt"
1469287,"Guaranteed!!!Best Place in Town!!!<br /><br /><b>The space</b><br />Guaranteed!!!Best Place in Town!!!<br />clean flat with balcony, <br />within the city center <br />bar , restaurants, supermarket, pharmacy, bakery are within the area <br />accessible to all publich transportation<br />near shopping area<br />3 min walk to the famous rambla<br />free wifi"
1471264,"Lovely apartment with terrace. Sit and relax in the giant hammock with views from the city as far as the sea. It’s a 300 year old building located in the heart of the Gothic quarter. Just a 2 minute walk from La Rambla/Colon, metros, buses, restaurants, bars, museums, beaches, the port etc........<br /><br /><b>The space</b><br />Lovely apartment with terrace. Sit and relax in the hammock with views from the city as far as the sea. It’s a 300 year old building located in the heart of the Gothic quarter. Just a 2 minute walk from La Rambla/Colon, metros, buses, restaurants, bars, museums, beaches, the port etc........<br /><br />The flat is on the fith floor (no lift) which makes the roof terrace the perfect quiet spot to enjoy Barcelona’s views from the old town ;)<br /><br />The Gothic quarter is the place to be with its mix of cultures and lifestyles. In the heart of Barcelona, it has a pumping energy and diversity with  plenty to do and dicover 24 hours a day.<br /><br />You will lo"
1472974,"Beautiful apartment in the center of luxury of Barcelona, with a nice and quiet terrace to relax !!! 5 minutes from the beautiful ""Paseo de Gracia"" street in the modernist neighborhood of ""Eixample!"" In the center of luxury of barcelona. A neighborhood safe and full of restaurants and terraces. Walking you come to the most interesting visits of the city. The apartment is very well located;)<br /><br />Apartment with turistic licence<br /><br /><b>The space</b><br />Apartment with tourist license. Apartment centrico in a very quiet area called ""eixample"". With a terrace - patio of 30 m2, two rooms, one double and one single, fully equipped kitchen, washbasin, wi-fi, TV, air conditioning and heating. 5 minutes walking from Paseo de Gracia and 20 from Sagrada Familia and Plaza Cataluña. Elevator. It is a very quiet apartment with no noise. Calle Aragó with Girona street. There is a market directly opposite, the market of the conception and to two streets an open flower market 24. My name "
1474088,"The room is furnished and quiet.<br />There is 1 private shower and toilet and 1 big bathroom. <br />Big furnished kitchen.<br />We only look for nice and quiet people who are not very noisy in the apartment, I'm also living in the flat :)<br /><br /><b>Other things to note</b><br />I have a dog and cat living with me<br />They both are sweet and quite"
1474914,"This is a nice loft, comfortable and handy. It's close to Sagrada Familia and subway (Metro). You will find anything you need in this neighborhood. The place is quiet and the design carefully chosen; the exposed brick and wooden beams show the taste of the antique.<br /><br /><b>The space</b><br />My place is comfortable and the design is totally personalized, built from 0 to be cozy and create a nice and beautiful environment<br /><br /><b>Guest access</b><br />Kitchen with all equipment, dish washer, washing machine, Air-con, Wi-Fi, bed sheets, towels, TV,<br /><br /><b>License number</b><br />HUTB-005927"
1474989,"Quiet and clean room right in the heart of the city but away from tourists. Ideal for young ladies who are studying, travelling or working.<br />The Aerobus stop is just outside our house. Well connected. Lovely neighbourhood.<br /><br /><b>The space</b><br />Clean and quiet room in the very heart of Barcelona, but away from tourists. Very well connected, lots of shops, cafes and supermarkets (including 24-hour ones) and ideal for students. Relaxed and safe atmosphere in an apartment shared with a family and 1 child. No pets. The room is at the end of the hall, so you can be completely independent and come and go and use common space as you please.  The room only has a bed and a desk, so it's not cluttered. There is a built-in wardrobe in the room next door that is used for storage, so you get a whole wardrobe to yourself there. The room is interior, which means it's nice and warm in winter, and there is beautiful sunshine all day long in the living room and the balcony.<br /><br /><b>"
1477381,"Welcome to this spacious loft fully equipped and decorated for creating a warm, cozy, special surely perfect for Barcelona fun and enjoy all the amenities.<br /><br /><b>The space</b><br />It is located on the ground floor of a central street of Sants, next to the metro, buses and just minutes from the train station and airport. It is conveniently located for those who want to explore Barcelona and surroundings: right next to Montjuic, the main museums, Plaza Spain and theaters in Paral.lel and the Camp Nou.<br /><br /><b>Guest access</b><br />There are two apartments in the same building, interesting for groups of 4 people, two families traveling together but want to maintain their privacy, etc...<br /><br /><b>Other things to note</b><br />- Registered in the Register of Tourist Establishments of the Generalitat de Catalunya (see photo with the license number).<br />- Arrivals after 9 pm will have a surcharge of 40€, or if you prefer I can arrange a private driver to pick you up at t"
1478299,"Welcome to this wide apartment, fully equipped and decorated for creating a warm, cozy, special surely perfect for Barcelona fun and enjoy all the amenities.<br /><br /><b>The space</b><br />It is a spacious and modern apartment located on the ground floor of a central street of Sants, next to the metro, buses and just minutes from the train station and airport. It is conveniently located for those who want to explore Barcelona and surroundings: right next to Montjuic, the main museums, Plaza Spain and theaters Paral.lel Avenue and the Camp Nou.<br /><br /><b>Guest access</b><br />There are two apartments in the same building, interesting for groups of 4 people, two families traveling together but want to maintain their privacy, etc...<br /><br /><b>Other things to note</b><br />- Registered in the Register of Tourist Establishments of the Generalitat de Catalunya (see photo with the license number)<br />- Arrivals after 9 pm will have a surcharge of 40€, or if you prefer I can arrange"
1480728,"Zona SANTS De 3 dormitorios, hasta 5 personas. Ascensor.<br />INTERNET + WiFi, AIRE ACOND.<br />Rambla ajardinada, rodeado tiendas, bares, restaurantes. Cerca de la Gran Via, PLAZA ESPAÑA, LA FIRA<br />Ropa cama y toallas.<br />OFERTA ESPECIAL POR MESES!<br /><br />¡Perfecta  ubicación para descubrir Barcelona!<br /><br /><b>The space</b><br />Apartamento con Ascensor de 3 dormitorios y un BAÑO NUEVO completo con amplia ducha.<br />Salón-comedor con Sofá cama y salida directa a balcón con mesa y sillas acristalado con vistas a Rambla ajardinada y tranquila.<br />Muy bien comunicado por transporte público para conocer todo Barcelona.<br />Bienvenidos familias, jóvenes, viajeros...<br />¡¡SIENTETE COMO EN TU CASA A BUEN PRECIO!!<br />Lineas de metro Santa Eulalia y Mercat Nou (L1-Roja).<br />Autobus  9 al centro Plaza Catalunya y el H12 directo a Paseo de Gracia con Gran Via.<br />Autobuses directo al Aeropuerto a 300 metros 46 y MONBUS (parada Ciudat Judicial), autobuses nocturnos.<br /"
1481054,"Apartamento familiar de 100 m2, con dos dormitorios, al lado de la Sagrada Familia, en una zona turistica de dia y familiar y tranquila de noche, con agradables terrazas donde sentarse o pasea. A pocos minutos del centro mediante metro o autobús<br /><br /><b>The space</b><br />Fantastico apartamento, con numero de registr(phone number hidden), con dos dormitorios de 90 m2, ubicado en el Eixample derecho, al lado mismo de la Sagrada Familia y del Hospital de Sant Pau, declarados Patrimonio de la Humanidad por la UNESCO. <br />Apartamento con dos dormitorios, uno con cama doble y otro con dos camas que pueden unirse para convertirse en doble. Habitaciones muy tranquilas ya que dan a un patio interior.<br /><br /><b>Guest access</b><br />Salon-comedor exteriores equipados con sofá, tv y vistas al mar. <br />Cocina equipada con horno microondas, cafetera, nevera, tostadora, exprimidor, batidora, ....<br />Baño completo con ducha.<br />El apartamento dispone de calefacción.<br /><br /><b>O"
1481221,"Charming apartment with exquisite décor in Plaza de Sants. <br />With 3 bedrooms, a bathroom, (sink), and a living/dining area with a door leading to a balcony with views of Barcelona. <br />Fully equipped: American-style refrigerator, dishwasher, microwave, air conditioning, iron, blow dryer, ..., sheets and shower towels. <br />The metro is right at the front door.<br /><br /><b>The space</b><br />Unbeatable location in Barcelona, you can walk to Plaza España and there are several different metro lines, buses, and central train station to help get around. <br /> <br />Close to parks, movie theaters, restaurants, and stores. <br /> <br />The Apartment is equipped with everything necessary to make you feel at home. <br /> <br />With a touch of décor that covers even the smallest detail. <br /> <br />We are here to help you whatever you may need and answer any questions you may have. <br /> <br />We have a crib upon request. <br /> <br />An ideal place to discover and move you throughou"
1482060,"Apartment completely renovated, conditioned to enjoy your stay, it is perfect for family holidays, with friends, for professional purposes both for studies or work, you will feel at home. We have Wi-Fi!<br /><br /><b>The space</b><br />Located on a beautiful estate with a glass elevator, next to Plaza Catalunya, two minutes from Las Ramblas and close to the beach. Completely renovated, high, bright and comfortable furnishings. CENTRAL.<br /><br />Apartment with capacity for 5 people, consists of;<br />LOUNGE with beautiful high beamed ceilings, outdoor balcony. Furnished with comfortable double sofa bed for 2 people, single sofa bed, furniture with shelves, flat screen TV, extendable table with chairs, etc.<br />Open kitchen fully equipped design with washing machine, refrigerator, microwave freezer, coffee maker, juicer, kettle, hob, toaster, vacuum cleaner, dishes, (glasses, plates, casseroles, cutlery, etc.) everything you need for 5 people.<br />Large bedroom, with double bed, 2 be"
1490933,"Spacious, elegant three-bedroom, two-bathroom apartment, located in the central Eixample neighbourhood, just a short walk from the Old City and from the gorgeous Art Nouveau district. Elegant contemporary design, high ceilings and parquet flooring are combined with modern comforts: Wi-Fi, satellite TV, and a fully-equipped kitchen. The apartment is decorated with bright colours and is full of natural light. A shared rooftop terrace is open to all guests and offers great views over Barcelona.<br /><br /><b>The space</b><br />Three-bedroom, two-bathroom apartment, ideal for groups of six people or families. It is located in an an Art Nouveau building in the central Eixample neighbourhood and is stylish and comfortable.<br /><br />There are some original architectural details such as the lovely high ceilings. These blend in well with the parquet flooring and modern amenities. There is a large shared terrace which has some amazing views over the city. It can be used by all guests who stay "
1491040,"Chic 2-bedroom, 1-bath apartment in the central Eixample area. Reception open daily, 9AM - 6PM. Wi-Fi, satellite TV & fully equipped kitchen.  A large terrace is open to all guests. The apartment is full of natural light, with high ceilings and balconies looking out onto a lively street. The double glazing keeps it nice & quiet. Modern decor and comfortable furnishings and beautiful original tiled flooring. Both bedrooms look out onto the street.<br /><br /><b>The space</b><br />Two-bedroom, one-bathroom apartment, ideal for a group of four to six people. One of the rooms has a queen-size bed and in the other there are two single beds. The bright living room-dining room is spacious, with a comfortable sofa-bed and dining area. The well-equipped kitchen is separate. This pretty apartment located in the Eixample, near many famous modernista (Catalan Art Nouveau) buildings and close to the charming and historically interesting area of Ciutat Vella. There is free Wi-Fi and TV with internat"
1491111,"Chic 2-bedroom, 2-bath apartment in the central Eixample area. Wi-Fi, satellite TV & fully equipped kitchen. A large terrace is open to all guests. The apartment is full of natural light, with high ceilings and balconies looking out onto a lively street. The double glazing keeps it nice & quiet. Modern decor and comfortable furnishings. The leather sofas complement the beautiful original tiled flooring. Both bedrooms look out onto the street.<br /><br /><b>The space</b><br />Two-bedroom, two-bathroom apartment, ideal for a four-person group. One of the rooms has a double bed and on the other, there are two twin beds. In addition, the apartment has a sofa-bed in the living room. The bright living room is spacious, with a comfortable sofa and armchairs and a balcony onto the street. The open kitchen is well equipped and is just next to the dining area. This pretty apartment located in the Eixample, near many famous modernista (Catalan Art Nouveau) buildings and close to the charming and "
1491290,"COVID-19: sanitary standards<br /><br /><br />In order to comply with the sanitary policy and to guarantee the safety of our guests, we confirm that we use all necessary cleaning services, in all our apartments before and after every reservation.<br /><br /><b>The space</b><br />COVID-19: sanitary standards<br /><br /><br />In order to comply with the sanitary policy and to guarantee the safety of our guests, we confirm that we use all necessary cleaning services, in all our apartments before and after every reservation.<br /><br /><br />Both the vigilance of our staff and the vigilance of every guests is required to guarantee the best sanitary safety standards.<br /><br /><br /> <br /><br /><br />We thank you for your understanding,<br /><br /><br />KeyInn Apartments<br /><br /><br /> <br /><br /><br />-------------------------------------------<br /><br /><br /><br /><br /><br />This charming 74 square meter apartment is located just  200m from the Sagrada Familia and the subway stat"
