id,description
17353911,"Room en-suite, street side, 22 sqm; double bed. <br /><br /><br />B&B Le Duc is a renovated Brussels 'Maison de Maitre' built in 1909, where you will find:<br />- personalised welcome,<br />- tourist info<br />- mature garden, 150 m2<br />- south facing terrace <br />- gym room<br />- free WIFI and cable TV.<br /><br />St. Gilles is at the heart of the Art Nouveau and Art Deco districts of the city. Avenue Louise at 10 minutes walk distance.<br />Excellent public transport connections.<br /><br /><b>The space</b><br />Public car parking in the street is possible but paying.<br /><br />NOTE : A special Discount can be applied for any long stay - ROOM-ONLY : send us an Enquiry so we can make you the best proposal.<br /><br /><b>Guest access</b><br />Guests rooms are situated on the 2nd and 3rd floors.<br />The 1st Floor is private.<br />The guests Breakfast room and salon are shared, and situated on the ground floor; In summer breakfast on the terrasse is possible.<br />The gym room is i"
17385723,"Airbnb : 1 Private medium bedroom of 21m2.<br />Share APARTMENT FURNISHED<br />In Brussels - Available now Starting from the begining of August 2019.<br />1 Rooms  room *  in a calm and bright 140,M2 Duplex share apartment on the 3th floor (no elevator), located near Tour & Taxis, Metro Yser &  10 minutes walk to Place Ste. Catherine and City Centre.<br /><br /><b>The space</b><br />APARTMENT FURNISHED<br />1 Rooms*  in a calm and bright 140,M2 Duplex apartment on the 3th floor (no elevator)."
17429710,"Our place is located between two trendy places, Flagey and Jourdan. Two steps from all shopping facilities open market, small specialized shop and supermarkets. Also situated near an important transport hub (train, tram and bus).<br /><br />The house is part of an absolutely calm area, set back from the street, in a green surrounding that allows to withdraws from the clamor of the city.<br /><br />Design and modern furniture. Garage included<br /><br /><b>The space</b><br />A haven of greenery and calm in an urban environment and well connected.<br /><br /><b>Guest access</b><br />Full house including the garage."
17442733,"Elegant duplex in Ixelles, with two bedrooms. Ideal for a family or group of friends: a large dining space and an open kitchen, a terrasse and a small garden will make your stay unforgettable, walking distance from European Parliament and Saint-Boniface square."
17446834,"Appartement très fonctionnel offrant par sa position accès aux divers musés, restaurants, bars et discothèques, situé en plein cœur de la capitale de l'Europe à 2 pas de la célèbre grande Place, pas loin du Mont des Arts, Place Sainte Catherine...Un parking est disponible sur place uniquement par reservation. L'acceptation est sur réserve de disponibilité.<br /><br /><b>The space</b><br />Appartement très fonctionnel offrant par sa position accès aux divers musés, restaurants, bars et discothèques, situé en plein cœur de la capitale de l'Europe à 2 pas de la célèbre grande Place, pas loin du Mont des Arts, Place Sainte Catherine..."
17461786,"La Maison est une belle maison traditionnelle de Bruxelles avec vitrine art nouveau au rez-de-chaussée, en plein centre-ville  Les théâtres Flamand et National sont à deux pas,  le centre piétonnier est à votre porte avec boutiques design et restaurants, covent garden est a 5 minutes. Vous adorerez la déco soignée, le confort et l'accueil, la hauteur sous-plafond et le petit plus, un super petit-déjeuner bio chez Nepo possible, le café shop associatif du rez.<br /><br /><b>The space</b><br />Totalement rénové intérieur et extérieur, l'appartement propose une chambre sur l'arrière cours, un living room avec un superbe bow-window donnant sur une petite place, une cuisine équipée  et une salle d'eau toute neuve. Possibilité de couchage additionnel pour une troisième personne ou un enfant.<br /><br /><b>Guest access</b><br />L'appartement est tout à vous, avec une entrée dans la maison indépendante. Le matin vous pouvez aussi profiter de l'accueil de Nepo avec coin lecture, magazines, et p"
17468654,"Mon logement est proche de Pain Quotidien (Le) et du  Chalet de la Forêt et du complexe sportif David Lloyd. Vous apprécierez mon logement pour le confort, la hauteur des plafonds, la vue, l'emplacement et les gens. Mon logement est parfait pour les couples, les voyageurs en solo, les voyageurs d'affaires et les familles (avec enfants).<br /><br /><b>The space</b><br />Superbe studio de 45 m² avec terrasse de 15 m² privative - 1-2 personnes.<br />Situé en plein centre d'Uccle, près des commerces et activités (tram 92 menant en plein centre-ville en 20 minutes) - très bien insonorisé et dans la verdure, dans un quartier très calme et sécurisé.<br /><br /><b>Guest access</b><br />Vous aurez accès à votre chambre, votre salle de bain privative, votre terrasse ainsi qu'à la cuisine du propriétaire.<br /><br />Studio plein sud (très ensoleillé et très calme) avec terrasse, parking extérieur en permanence (emplacement disponible à tous moments) - situé dans une zone très verte, idéal pour pa"
17522515,"This house is located in a residential and peaceful area of Brussels and is big and comfortable enough to host one or two families with children.6 bedrooms of which one small cosy room. 10 minutes by car from city centre. Supermarket, chemist, bank, butcher and medical centre are 200m. Large park close by. Baby/Children's facilities available as well as books and toys.  Bus stop 2 mins and metro 10 min walk. Parking included.10% discount on stays of one week and more.<br /><br /><b>The space</b><br />The maximum sleeping capacity is 12 however upon request and with a fee of 35 euros per person per night it is possible to host up to 15 guests. Please enquire in advance.<br />We offer a 10% discount on longer stays (1 week and more).<br />This is a big family house offering a vast living room area,  and comprises four levels which means that everyone can have their own space.<br />Private parking is available and there is enough parking space in the street should you come with more than "
17528481,"Room with private bathroom in unique loft at only 4 metro stops from gare du Midi, 10 mins transport to center, in a very quiet and trendy neighborhood , restaurants, bars, bicycle rent station....<br />Interior loft so very very quiet, big terrace to rest and enjoy !!<br />20 meters from metro station."
17556871,"Welcome to our loft. We are very pleased to share with you this warm experience of life combining modernity, rusticity, design and tranquility.<br />The place is particularly calm like a haven of peace in the city. In this large space of 155 m² you can take advantage of all the amenities allowing you to fully enjoy your stay.<br />Located 2 steps from the city center, you can quickly get on foot, by public transport or by bike to all the remarkable sites of the city and enjoy the lively life of Brussels.<br /><br /><b>The space</b><br />This building, built in 1830, was the first site of the legendary Belle-Vue brewery before it moved to the banks of the Canal (now Mima Museum).<br />Renovated in 2004, our apartment will offer all the necessary amenities for your unforgettable stay in Brussels.<br /><br /><b>Guest access</b><br />You have access to the entire accommodation.<br /><br /><b>Other things to note</b><br />There is no private parking for the apartment. My hosts generally par"
17563192,"Bright, spacious & quiet appart, strategic location: just behind Porte de Namur metro & St Boniface resto & bars area, near EU area (10min walk ). 71 bus to Gare central (link to airport) and Grand place. NEW COMFY SOFABED in living (check new pics) <br /><br />Ideal for groups or families and the discerning business traveller <br /><br />Breakfast basics are provided.<br /><br />IMPORTANT: for checkin after 11.30PM an extra 15 € (let us know at booking). There is a 4.5 € tourist tax per appart per day to pay at check in<br /><br /><b>The space</b><br />- Spacious, fully equipped quality kitchen (dishwasher, fridge, oven) with access to a cosy & quiet court, <br />- Separate living with TV that can turn into an extra bedroom with new comfy sofa bed and extra single foldable bed, separate with privacy<br />- Dressing & bathroom +separate WC <br />- Bedroom in the upper floor at the back (so very quite)<br /><br /><b>Guest access</b><br />Guests enjoy the full apartment<br /><br /><b>Oth"
17568070,"Appartement charmant 1ch meublé (1 pers) à Neder-Over- Heembeek limite Laeken (Bruxelles) , bus 53 , 47 et 57 + tram 3 et 7,  très vert. <br />L'appartement se situe à mi-niveau du jardin.<br /> Loué 5 ans à une société Solvay pour ses expats<br />Contrat min 3 mois<br />Prix : 730  eur/mois <br />Frais nettoyage sortie : 25 eur<br />Frais de chauffage : compteur individuel<br />1 mois de caution<br />Veuillez m’envoyer un mail avec votre profession, type de contrat, durée  etc...apopis33 at ...<br /><br /><b>The space</b><br />Si longue durée faire offre<br />L’appartement comprend : <br />-Cuisine équipée (Taque électrique, évier+ meuble de sdb, frigo, four, four à micro-onde, grille-pain, assiettes et couverts,…..) ;<br />-Living avec meuble TV , canapé, table+ 4 chaises et bureau ;<br />- Machine à laver<br />-TV led, Radio Cd ;<br />-Salle de bain avec douche et WC;<br />-Chambre à coucher avec un grand lit et garde-robe;<br />-Chauffage central au gaz;<br />-Double vitrage;<br />"
17584265,"Vous apprécierez mon logement pour l'emplacement. Mon logement est parfait pour les couples, les voyageurs en solo et les voyageurs d'affaires.<br /><br /><b>The space</b><br />Great location in the best neighbourhood of Brussels.<br />5 minutes by walking from Louise and Stéphanie place.<br />Calm area."
17594996,"Place Flagey - Abbeye de la Cambre - très calme <br />- 4,5 km de la Grande Place et du centre ville <br />- transports en commun<br />- 2 Chambres: Lit double (160) + 1 canapé lit (140)<br />- Wifi - Télé - SdB: Douche - Bain <br />- cuisine equipée<br />- Emplacement de parking couvert<br />- Supermarché sur le coin de l'immeuble<br /><br /><b>Other things to note</b><br />Pas de petit déjeuner offert"
17598174,"EN_Cosy penthouse full of light, ideal for a couple or a single person. The big terrace is very nice in summer. Located 2 streets from the metro station Petillon (8min from the city center). Supermarkets, tram, bus and train are very close by.<br />FR_Cosy penthouse rempli de lumière idéal pour un couple ou personne seule. La grande terrasse est très aggréable en été. L'appart est situé à 2 rues du métro Petillon (8min du centre). Des supermarchés, le tram, bus et train sont à deux pas de l'appart.<br /><br /><b>The space</b><br />EN_The apartment is very quiet, ideal for a good rest. It has all the amenities you might need during your stay. And it's a cosy happy place.<br />FR_L'appartment est tranquil, idéal pour se reposer. Il compte avec tous les équipements dont vou spourriez avoir besoin lors de votre séjour. C'est un endroit cosy et heureux."
17615195,"Charming and cosy, fully furnished and equiped, 1 bedroom (60m2) apartment, in front of the beautiful Duden Parc (part of the Forêt de Soignes), with view on the parc. Ideal for after-work walking/jogging.<br />The bedroom is at the rear of the building, double bed. Calm. Bath, separate toilet. TV, internet. Safe, armoured door.<br /><br />At 7 min drive from the central train station Midi (TGV/Eurostar) ; next to public transport (bus stop Mystère, tram stop Altitude 100). At 5 min walk to the shops.<br /><br /><b>The space</b><br />n front of the beautiful Duden Parc (part of the Forêt de Soignes), with view on the parc. Ideal for after-work walking/jogging. Nice eand luxury equipment"
17666758,"Charming apartment close to the Parc du Cinquantenaire and its museums. Just a stone's throw away: Rue de Tongres and its shops, the famous avenue de Tervuren with its parks, pubs and breweries open even on Sundays.<br /><br /><b>The space</b><br />New building, very well maintained, with elevator.<br />The apartment is bright  with a small terrace for morning coffee or evening drink!<br /><br /><b>Guest access</b><br />You benefit from the whole housing as well as its place of parking in the basement."
17676848,"Bel appartement quartier calme  proximité transport en commun à 15 min de la place Louise et du centre ville. Idéal pour une personne de passage, ou deux amis en visite. Il y a deux chambres et deux lits simples.  Appartement spacieux."
17682906,Chambre lumineuse récemment rénovée avec vu panoramique sur Bruxelles. <br />Appartement situé dans un quartier calme à proximité des transports en commun. Parking possible. <br />Équipée d'un bureau d'une étagère et une commode. <br />Lit de bonne qualité.
17775185,"Studio sympathique au rez de chaussée d'une maison familiale. Comprenant une chambre avec lit 2 personnes (140x200), Un beau living avec salon et canapé lit, Une salle à manger 6p., une cuisine équipée, une salle de bains PMR de plein pied avec douche italienne et une cour extérieure.<br /><br /><b>The space</b><br />Chouette studio de plein pied adapté pour les personnes à mobilité réduite avec tout le confort moderne et une sympathique cour fleurie avec un barbecue et des poissons pour profiter des beaux jours d'été. À proximité des Transports en commun ( Metro Saint-Guidon et Aumale à 5 minutes à pied,  Bus 49 à 2 min à pied), Du Westland shopping center (10 min), Du stade du RSCA et à quelques stations de métro seulement du centre ville. Tout les magasins de première nécessité à moins de 5 min à pied (Boulanger, boucher, épicier, banque, pharmacie et 2 Proxi Delhaize d'une taille conséquente pour les plus grosses courses).<br /><br /><b>Guest access</b><br />Un studio avec chambre,"
17776963,"La maison située  au bout d'une ancienne impasse, un peu hors du temps bordée par un  jardin luxuriant en intérieur d'îlot. Il y a 2 chambres, 2 terrasses, 1 living avec  poële à bois et  piano et  1 cuisine, 1 magnifique salle de bain et 1 hall d'entrée avec WC et buanderie, au rez. La maison fait partie d'un ensemble de plusieurs habitations occupée par des artistes et des amis. Comme elle est en bout <br />d impasse, elle est très calme et on se croirait à la campagne en pleine ville.<br /><br /><b>The space</b><br />Sa situation en plein centre ville, proche de tout, est très pratique et agréable et contracte d'autant plus que lorsqu'on passe la porte de rue, on se retrouve dans un îlot de verdure, comme soudain dans un autre temps et dans une ( petite ) campagne!<br /><br /><b>Other things to note</b><br />Le wifi fonctionne dans la chambre 2 ( ù il y a un bureau) mais ailleurs dans l'appartement il peut parfois être capricieux!"
17782396,"This newly renovated room 50m from the Grand Sablon, 500m from the Grand Place and the Manneken-Pis is ideally located for visiting Brussels and discovering the Capital of Europe's finest cafés, bars and restaurants. It stands out as the symbol of the charm of Brussels' lifestyle. The Sablon is also the meeting place of antique dealers and the famous Belgian chocolate makers!<br /><br /><b>The space</b><br />This lovely & cozy, newly renovated building, in this case room can host comfortably 2 people. <br />We are located in the heart of Europe 50m from the Grand Sablon one of the most searched after and trendy location in Brussels. All visits Manneken Pis, Grand Place, Rue des Bouchers, Galleries de la reine, Cinemas, Gallerie Louise can be accessed by walk.<br /><br /><b>Guest access</b><br />Tram : Lignes 92,93,94 arrêt Grand-Sablon. Bus : Lignes 95 arrêt Grand-Sablon<br /><br /><b>Other things to note</b><br />We will be happy to host you and make you discover the center of Brussel"
17815341,"Elegant and bright fully furnished studio flat 40m2 approx located in the heart of the Chatelain area, two steps away from rue de Bailli and av Louise, place Stéphanie and Trinité. The apartment has high ceiling with mouldings, which confers it a unique touch. The main room has a foldable bed which allows it to be converted in bedroom at all time.<br /><br /><b>The space</b><br />Located on the first floor of a high standing flat, this apartment is ideal for week end visitors or people on business trips during the week.  The flat has a 160 cm wide (queen size bed). It is also equipped with a washing machine, an oven and wifi. The stove runs on gaz and the hoven is multifunction (has the microwave function). Towels and bed sheets are available.<br /><br /><b>Guest access</b><br />All the apartment is accessible to guests. Guests cannot access any other areas of the building.<br /><br /><b>Other things to note</b><br />Upon reservation, guests will receive a PDF file explaining how to re"
17815750,"!!! ROOM FULLY SANITIZED AFTER EVERY CHECK-OUT !!!<br /><br />This newly renovated room 50m from the Grand Sablon, 500m from the Grand Place and the Manneken-Pis is ideally located for visiting Brussels and discovering the Capital of Europe's finest cafés, bars and restaurants. It stands out as the symbol of the charm of Brussels' lifestyle. The Sablon is also the meeting place of antique dealers and the famous Belgian chocolate makers!<br /><br /><b>The space</b><br />This lovely & cozy, newly renovated building, in this case room can host comfortably 2 people. <br />We are located in the heart of Europe 50m from the Grand Sablon one of the most searched after and trendy location in Brussels. All visits Manneken Pis, Grand Place, Rue des Bouchers, Galleries de la reine, Cinemas, Gallerie Louise can be accessed by walk.<br /><br /><b>Guest access</b><br />Tram : Lignes 92,93,94 arrêt Grand-Sablon. Bus : Lignes 95 arrêt Grand-Sablon<br /><br /><b>Other things to note</b><br />We will be"
17817617,"!!! ROOM FULLY SANITIZED AFTER EVERY CHECK-OUT !!!<br /><br />This newly renovated room 50m from the Grand Sablon, 500m from the Grand Place and the Manneken-Pis is ideally located for visiting Brussels and discovering the Capital of Europe's finest cafés, bars and restaurants. It stands out as the symbol of the charm of Brussels' lifestyle. The Sablon is also the meeting place of antique dealers and the famous Belgian chocolate makers!<br /><br /><b>The space</b><br />This lovely & cozy, newly renovated building, in this case room can host comfortably 2 people. <br />We are located in the heart of Europe 50m from the Grand Sablon one of the most searched after and trendy location in Brussels. All visits Manneken Pis, Grand Place, Rue des Bouchers, Galleries de la reine, Cinemas, Gallerie Louise can be accessed by walk.<br /><br /><b>Guest access</b><br />Tram : Lignes 92,93,94 arrêt Grand-Sablon. Bus : Lignes 95 arrêt Grand-Sablon<br /><br /><b>Other things to note</b><br />We don’t d"
17825838,"A comfortable, quiet, stylish apartment in a beautiful, safe, leafy Brussels neighborhoood of Ixelles. Convenient to public transport (tram, bus, train). 10 mins by bus to center and European Institutions. Beautiful park with lake and beer-making abbey 10 minutes by foot. Amenities provided. No parties, walls are thin. But feel free to enjoy a few beers (or breakfast) on the terrace, that's what it's for. No pets.<br /><br /><b>The space</b><br />It's a duplex with living and dining areas, kitchen, terrace, balcony and guest toilet on the lower level and the bedrooms plus the bathroom with bathtub, toilet and shower on the upper level.<br />Terrace opens to the east so you'll enjoy sunlight in the morning.<br />I'm usually not there during the day until late. We can socialize or not, whatever your preference, in the evening.<br />I'll expect you to keep the kitchen reasonably tidy and clean after yourself, much as a non-paying guest would. No stress, however, the place gets thoroughly "
17826167,"Très bel appartement luminueux à Bruxelles et plus précisemment à Schaerbeek, près du centre ville.<br />Avec son lit double dans une grande chambre et son canapé convertible en lit dans le living, ce logement est idéal pour maximum 4 personnes.<br />Proche de tout et super bien desservi, le centre est à moins de 15 minutes en transport en commun, l'OTAN est à 10 minutes en Tramway.<br />Vous pouvez également admirez la verdure en vous promenant dans les parcs avoisinants.<br /><br /><b>The space</b><br />L'appartement comprend une chambre spacieuse avec un vrai lit pour 2 personnes, un salon avec un canapé convertible pour deux, une télévision et un coin repas. La cuisine dispose d'un réfrigérateur, machine à café, et bouilloire. Des accessoires et ustensiles de cuisine sont également mis à votre disposition ainsi que tout le nécessaire pour un bon petit déjeuner (Café, Thé, Jus d'orange, Gauffres, Confiture...)<br />La salle de bain est pourvue d'une douche, serviettes, gel douche..."
17840338,"Grand appartement en duplex avec un beau jardin à Saint-Gilles. Parfait pour  les familles avec enfants, les couples, les voyageurs en solo ou entre amis. Situé à 2 minutes de la gare du Midi, du Parvis de St.Gilles, de ses bars et de son ambiance branchée. Proche aussi de l'Avenue Louise connue pour ses boutiques et à 10min à pied du quartier du vieux marché aux puces, du Sablon et de ses antiquaires.  A deux pas de toutes commodités. Métro, tram, bus. Le centre ville est à 15 min à pied.<br /><br /><b>The space</b><br />Notre duplex est composé de:<br />- 1 vaste REZ-DE-CHAUSSEE équipé:<br />D’un bureau, d'une cuisine/Salle a manger ouverte, d'un grand salon, d'un W.C, d'une terrasse couverte et d'un paisible jardin.<br />- 1 er ETAGE equipé : <br />Côté jardin: D'une chambre avec sa jolie salle de bain attenante équipée d'une baignoire ainsi que d'une douche, <br />Côté rue: D'une grande chambre équipée d'une grande mezzanine et<br />d'une troisième chambre plus petite également équ"
17843746,"Grande chambre double dans maison en duplex avec beau jardin Bruxelles / Saint-Gilles. Parfait pour  les familles avec enfants, les couples, les voyageurs en solo ou entre amis. A 2 minutes de la gare du Midi, du Parvis de St.Gilles, ses bars et son ambiance branchée, proche de l'Avenue Louise connue pour ses boutiques et à 10min à pied du quartier du vieux marché aux puces, du Sablon et de ses antiquaires.  A deux pas de toutes commodités. Métro, tram, bus. Le centre ville est à 15 min à pied<br /><br /><b>The space</b><br />Notre logement est un duplex situé dans une belle maison Bruxelloise. Nous louons deux belles chambres accolées au premier étage de celle-ci. La grande chambre dispose d'une grande mezzanine équipée d un lit double. La petite chambre accolée a la grand  est également équipée d'une mezzanine est d'un petit lit double. Parfait pour les ados et les enfants qui y trouvent un aire de cabane/Roulotte. Nous disposons aussi de deux matelas d'appoint très confortables ains"
17845568,"This newly renovated townhouse 50m from the Grand Sablon, 500m from the Grand Place and the Manneken-Pis is ideally located for visiting Brussels and discovering the Capital of Europe's finest cafés, bars and restaurants. It stands out as the symbol of the charm of Brussels' lifestyle. The Sablon is also the meeting place of antique dealers and the famous Belgian chocolate makers!<br /><br /><b>The space</b><br />This lovely & cozy, newly renovated building can host comfortably 10 people. <br /><br />By renting La Villa Sablon, you'll have access to the lobby and kitchen area located at the ground floor. <br /><br />You’ll enjoy a double room and 2 suite located on the 1st and 2nd level. <br />Each room can host up to 2 people.<br />Each suite can host up to 4 people.<br /><br />We are located in the heart of Europe 50m from the Grand Sablon one of the most searched after and trendy location in Brussels. All visits Manneken Pis, Grand Place, Rue des Bouchers, Galleries de la reine, Cin"
17849261,"La chambre est privative est dispose de sa salle de bain équipée d'une baignoire et d'une douche. Parfait pour un couple, de bons amis ou pour les voyageurs en solo. A deux minutes de la gare du Midi, du Parvis de St.Gilles, ses bars et son ambiance branchée, proche aussi de l'Avenue Louise connue pour ses boutiques et à 10min à pied du quartier du vieux marché aux puces, du Sablon et de ses antiquaires.  A deux pas de toutes commodités.<br /><br /><b>The space</b><br />Notre logement est un grand appartement en duplex situé dans une belle maison avec jardin privatif. Nous louons une jolie chambre au premier étage. tandis que nous occupons mon compagnon et moi même une autre chambre.  Les espaces sont spacieux et loin les uns des autres ce qui permet à chacun d'avoir une belle intimité et de ne pas se gêner les uns-les autres, même entouré d'amis. Nous partagerons ensemble les espaces communs qui sont la cuisine, le salon, la terrasse couverte et le jardin. Nous sommes discrets et accu"
17859664,"NEAR NATO, EUROPEAN COMMISSION, SCHUMAN & BRUSSELS AIRPORT CONTEMPORARY NEW STUDIO AND ENTIRELY FURNISHED SITUATED (GROUND FLOOR) TO THE CROSSINGS OF WOLUWE SAINT LAMBERT, EVERE AND SCHAERBEEK NO FAR FROM AIRPORT. THE STUDIO INCLUDES A FULLY EQUIPPED KITCHEN, WASHING MACHINE, SOFA BED, WARDROBE, KITCHEN TABLE, FLAT SCREEN TV, SHOWER ROOM WITH LAVATORY. OUT OF THE HOUSE YOU WILL ALSO BENEFIT FROM THE PRIVATE PARK WITHIN THE RESIDENCE. PUBLIC TRANSPORT VERY EASY.<br /><br /><b>The space</b><br />FURNISHED -  NEW - CLOSED TO AIRPORT, NATO, EUROPEAN COMMUNITY - PUBLIC TRANSPORT - A SMALL CELLAR IS AVAILABLE DOWNSTAIRS IF NECESSARY (2X1M)<br /><br /><b>Guest access</b><br />Vous pourrez accéder à un parc privatisé unique pour les habitants de l'immeuble. Vous pourrez vous y promener en toute quiétude.<br /><br /><b>Other things to note</b><br />AT THE END I WILL ASK YOU TO PUT THE KEY INSIDE THE MAILBOX"
17859924,"Super appartement 2 chambres à coucher plus living, salle de bain, cuisine américaine super équipée avec four multifonctions, plaque vitrocéramique, frigo, lave vaisselle, cafetière, grille pain etc. Dans l'immeuble vous avez une buanderie commune avec lave linge et séchoir, gratuit à disposition. Au living vous avez une TV à écran plat, Internet illimité et WIFI compris.<br /><br /><b>The space</b><br />Appartement moderne dans un immeuble ancien de 1875. Il est super bien équipé, très facile d’accès et zone piétonne de 11h à 6 h du matin.<br /><br /><b>Guest access</b><br />Plusieurs parking publique au alentour."
17870125,Luminous room in heart of Brussels. Ideal for lonely travelers.<br /><br /><b>Guest access</b><br />The guest has access to a private room and a shared bathroom.<br /><br /><b>Other things to note</b><br />Please note there is no fridge available.
17874363,"Apartamento muy bien decorado y prácticamente nuevo.Ideal para dos (URL HIDDEN) encuentra en el centro de Bruselas.<br /><br /><b>The space</b><br />Nuestro piso se encuentra a poco pasos de la Place Rogier ( metro y tranvía, bus.<br />A 100 m esta el centro comercial CITY 2 y la Rue Neuve ( parking y shopping ) parking 18€ por 24 horas .<br />Estamos a 600 m de la Grand Place."
17895687,"Flat de 18m2 avec Chambre en mezzanine nouvellement aménagé, SDE + Wc privé en rdc, plus  kitchenette et coin salon <br />accès à une ""mini-courette arrière""<br />Idéale pour 3 personnes, de passage pour court ou moyen Séjour . <br />Petit espace mais très fonctionnel. <br />Ideal pour personnes ne se prenant pas la tête ...<br />Le petit Bémol actuellement, petit problème d'insonorisation avec les voisins du dessus , à cause d'un vieux parquet un peu bruyant... <br />A bientot .<br /><br />Les hôtes ""Homesweethome""<br /><br /><b>The space</b><br />Nouvellement refait, configuration ingénieuse pour utiliser tout l'espace au maximum. tout y es pour un séjour à petit budget pour 2 à 4 personnes.<br /><br /><b>Guest access</b><br />C'est un appartement atypique qui déssert 2 flats proposés aux hôtes. les deux flats ont la même entrée principale et un hall d'entrée en commun, ensuite chaque flat à son indépendance ( Wc, douche, TV, kitchenette, wifi...)<br /><br /><b>Other things to note</"
17917513,"Charmante et chaleureuse chambre privée dans mon duplex idéalement située au coeur de la ville et près des institutions Européennes (15min de marche). Très proche des places Flagey, Jourdan et des transports publics ! Elle dispose d'une salle de bain privative, de la TV, d'un frigo, WiFi et du nécessaire pour vivre un parfait séjour dans le coeur de la capitale européenne...Il n'y a pas d'accès à la cuisine.<br /><br /><b>Guest access</b><br />Vous avez accès à un espace complètement privatif et intime dans mon duplex où vous disposez de votre propre chambre, salle de bain et essentiels de confort !"
17919296,"Chaleureux petit appartement,bien équipé<br />Situé au rdc d'un immeuble dans le quartier européen à côté du cinquantenaire<br />A côté d'une épicerie<br />A quelques pas du tram 81, du bus 36 et du métro Mérode et Thieffry.<br />A 10 min en métro du centre-ville<br /><br />Cosy Studio, Fully equipped<br />On the ground Floor in the european quarters near the cinquantenaire<br />2 min Walk from the tram, bus and metro<br />10 min from the center by metro"
17920374,"Chambre + salle de bain privée et terrasse de 50m2 exposé au soleil. Grand salon cuisine à disposition. Dans le quartier des antiquaires. Les plus beaux lieux touristiques de Bruxelles accessible à pied en 5 à 15min. Canapé lit plus un vrai matelas deux places disponible. Je serrais la si besoin pour vous conseiller lieux, bars, boites, quartiers.<br /><br /><b>The space</b><br />Logent avec beaucoup de charme idéalement placé dans Bruxelles.<br /><br /><b>Guest access</b><br />Vous avez<br />Canapé lit<br />Matelas deux places<br />Sèches cheveux<br />Serviettes de bains<br />Télé <br />Wifi<br />Cuisine équipé <br />Présence de deux chats adorables<br />Barbecue"
17928502,"My sunny and quiet place is located smack in the middle of bourgeois-bohème St Boniface neighbourhood, only a pleasant stroll away from both the major tourist attractions (Grand' place, museums, Sablon) and the European Institutions. Easy access to all public transport and direct line to South and Central Stations.<br /><br /><b>The space</b><br />My rooftop duplex is situated on a third floor with no lifts. There’s a master bedroom with an en-suite bathroom which includes both a shower and a bathtub. There’s an additional bedroom upstairs and guests who stay there can use an additional shower room and toilet downstairs. <br /><br />The living room, dining room, kitchen is a large open area with a high ceiling and very large door and window overlooking a lovely rooftop balcony with views of the St Boniface spire. <br /><br />There’s a teakwood table with eight chairs in the balcony, if you want to have your meals outside. There’s also an electric awning that can be used for protection "
17971964,"A newly refurbished apartment, all new mattresses and kitchen utensils. wide kitchen with a bar, and it is open to the wide common space and dinning room. 3 min walk to the nearest bus stop, 40 minutes bus ride to the Grand Place. 6 min walk to the tram stop. 15 min to gare Louiza by tram."
18011559,"quartier calme et proche de tout commerces et métro 8 min ,centre ville 15 min. commune verte . foret de soignes 15 min. studio totalement indépendant très bien equipés .dans maison d artiste ."
18013750,"""The Golden Sun"" vous emmène dans les étoiles, sous les toits de Bruxelles. L'appartement est un cocon douillet au cœur de la ville, au 4ème étage d'une superbe maison traditionnelle bruxelloise. Une chambre spacieuse et confortable, un salon-salle à manger, une cuisine équipée et une salle de douche neuve. L'appartement est parfait tant pour les voyageurs en déplacement professionnel que pour les amateurs de city-trips. Entrée indépendante, déco soignée et accueil sympa. On vous attend :)"
18033938,"Bienvenue dans ce magnifique Penthouse Bruxellois.<br />Vous pourrez profiter d'un logement de 2 grandes chambres, 1 salle de bain italienne, un séjour de 50m2 avec une magnifique cuisine donnant la vue sur ce paysage urbain & verdoyant.<br />La terrasse de 16m2 est le petit plus.<br />Welcome in my amazing Brussel's Penthouse.<br />You will enjoy my 2bedroom's places, 1 original bathroom with an italian shower and a living room of 50 sq. with black open kitchen.<br />You can enjoy also a terrace with view.<br /><br /><b>The space</b><br />Magnifique Penthouse lumineux doté d’un living de 40m2, sa cuisine ouverte & sa terrasse de 15m2.<br />2 chambres de 2 personnes de 20 & 11m2 ainsi que la superbe sdb avec douche italienne.<br /><br /><b>Guest access</b><br />- Cuisine<br />- Terrasse<br />- Sdb<br />- Debarras<br />- Toilettes<br />- 2 chambres"
18046094,"Nice and spacious 2 bedrooms apartment of Ixelles in the south of Brussels. This historic town is a charming neighborhood that will allow you to discover Brussels during a pleasant stay in this accommodation for up to 4 travelers. You will be close to many bars, restaurants, shops and tourist places such as the ""Museum of the City of Brussels"" or the ""Royal Palace"".<br /><br /><b>The space</b><br />Apartment located in the city of Brussels accommodating up to 4 travelers. This accommodation offers:<br />• A fitted kitchen with induction hob, oven, dishwasher and fridge<br />• A living room with sofa, table and chairs<br />• A bathroom in which you have an Italian shower room<br />• First bedroom with double bed, large screen TV.<br />• Second bedroom with a large bed.<br /><br /><b>Guest access</b><br />At your arrival, you will be welcomed by Bnbsitter, which will ensure that your trip is as enjoyable as possible while I am away: check in and out, professional household and laundry cl"
